807,9.81E-05,8.12E-05,7.62E-05,6.68E-05
808,0.0001008,7.65E-05,7.58E-05,8.32E-05
809,0.00010482,7.90E-05,7.85E-05,8.08E-05
810,0.00010176,8.65E-05,7.67E-05,7.52E-05
811,0.0001028,8.54E-05,8.08E-05,7.74E-05
812,9.88E-05,9.00E-05,8.95E-05,7.80E-05
813,0.00010602,8.75E-05,7.92E-05,7.68E-05
814,0.00010472,8.99E-05,8.43E-05,9.43E-05
815,0.00011808,8.83E-05,9.04E-05,9.27E-05
816,0.0001141,8.91E-05,8.73E-05,8.12E-05
817,9.91E-05,0.00010581,9.32E-05,0.00010152
818,0.0001118,9.62E-05,9.48E-05,8.42E-05
819,0.00011799,9.67E-05,9.64E-05,9.93E-05
820,0.0001272,0.00010283,9.37E-05,0.0001025
821,0.00011204,9.98E-05,0.00010213,9.31E-05
822,0.00011494,0.00010426,9.34E-05,0.00010155
823,0.00011569,9.41E-05,0.00010064,0.00010635
824,0.00011294,9.55E-05,0.00010248,9.92E-05
825,0.00011391,9.49E-05,9.24E-05,9.51E-05
826,0.00010647,0.00010003,9.63E-05,0.00010071
827,0.00011728,0.00010223,9.88E-05,8.54E-05
828,0.0001229,0.00010394,9.02E-05,9.55E-05
829,0.00010769,0.00011032,8.97E-05,9.88E-05
830,0.00011025,0.00010446,9.54E-05,0.00010072
831,0.00010822,0.00010191,0.00010493,9.64E-05
832,9.83E-05,0.00010365,9.81E-05,9.92E-05
833,0.00010112,9.93E-05,9.91E-05,9.30E-05
834,0.00010357,9.70E-05,0.0001087,9.48E-05
835,0.00012412,0.00010293,9.91E-05,0.0001
836,0.00011038,0.00010558,0.00010232,0.0001087
837,0.00010904,9.79E-05,9.43E-05,0.00010379
838,0.00010885,9.74E-05,0.00010222,9.29E-05
839,0.00010772,0.00010265,9.97E-05,9.51E-05
840,0.00010552,9.48E-05,9.86E-05,8.76E-05
841,0.00010761,9.70E-05,0.00010034,0.0001034
842,9.46E-05,9.69E-05,9.69E-05,9.80E-05
843,0.0001063,9.77E-05,0.0001013,9.09E-05
844,0.00010436,0.00010107,9.71E-05,9.35E-05
845,8.96E-05,9.23E-05,9.46E-05,9.54E-05
846,8.86E-05,9.70E-05,8.72E-05,0.00010291
